Country/Region,Date,total_cases,total_recovered,total_deaths,new_cases,new_recovered,new_deaths,infected_7,gr_infected_7
Germany,2021-02-13,2336906,2128002,64990,6484.0,7660.0,219.0,61351.6917541651,-0.04156412126229159
Germany,2021-02-14,2341744,2136933,65107,4838.0,8931.0,117.0,57425.164360712944,-0.0640003116651724
Germany,2021-02-15,2346876,2148269,65288,5132.0,11336.0,181.0,54353.56945203967,-0.05348865680869841
Germany,2021-02-16,2352766,2161100,65829,5890.0,12831.0,541.0,52478.77381603401,-0.03449259459693699
Germany,2021-02-17,2362364,2172312,66732,9598.0,11212.0,903.0,54579.80612802915,0.04003584991067766
Germany,2021-02-18,2372209,2182370,67245,9845.0,10058.0,513.0,56627.69096688213,0.0375209254875184
Germany,2021-02-19,2381259,2191208,67741,9050.0,8838.0,496.0,57588.02082875612,0.016958661839763467
Germany,2021-02-20,2388421,2197065,67883,7162.0,5857.0,142.0,56523.16071036239,-0.018491000438445315
Germany,2021-02-21,2394515,2204110,67946,6094.0,7045.0,63.0,54542.423466024906,-0.03504293141863091
Germany,2021-02-22,2399499,2212439,68363,4984.0,8329.0,417.0,51734.64868516421,-0.05147873164472949
Germany,2021-02-23,2405263,2221972,68785,5764.0,9533.0,422.0,50107.984587283616,-0.031442449871068145
Germany,2021-02-24,2416037,2231073,69170,10774.0,9101.0,385.0,53723.70107481453,0.07215848965612781
Germany,2021-02-25,2427069,2232050,69343,11032.0,977.0,173.0,57080.88663555532,0.06248984142149183
Germany,2021-02-26,2436506,2247173,69939,9437.0,15123.0,596.0,58363.47425904742,0.022469651385778944
Germany,2021-02-27,2444177,2252970,70092,7671.0,5797.0,153.0,57696.835079183504,-0.011422198358257862
Germany,2021-02-28,2450295,2259548,70152,6118.0,6578.0,60.0,55572.43006787158,-0.03682013074714363
Germany,2021-03-01,2455569,2260719,70514,5274.0,1171.0,362.0,52907.51148674707,-0.04795396886315395
Germany,2021-03-02,2462061,2277626,70926,6492.0,16907.0,412.0,51841.29556006892,-0.02015244899479407
Germany,2021-03-03,2472913,2286728,71285,10852.0,9102.0,359.0,55287.39619434479,0.06647404539268975
Germany,2021-03-04,2484306,2295405,71554,11393.0,8677.0,269.0,58782.19673800982,0.06321152349769199
Germany,2021-03-05,2493887,2302899,71852,9581.0,7494.0,298.0,59965.74006115128,0.02013438402815182
Germany,2021-03-06,2502151,2308094,71951,8264.0,5195.0,99.0,59663.2057667011,-0.005045118998642573
Germany,2021-03-07,2508655,2314400,71984,6504.0,6306.0,33.0,57643.89065717238,-0.033845233147960285
Germany,2021-03-08,2513784,2322734,72236,5129.0,8334.0,252.0,54538.049134719186,-0.05387980386203761
Germany,2021-03-09,2520618,2331890,72534,6834.0,9156.0,298.0,53580.89925833073,-0.017550130442402057
Germany,2021-03-10,2541781,2340473,72858,21163.0,8583.0,324.0,67089.48507856921,0.2521156980794452
Germany,2021-03-11,2546526,2349384,73120,4745.0,8911.0,262.0,62250.2729244879,-0.07213070943105404
Germany,2021-03-12,2559296,2356590,73348,12770.0,7206.0,228.0,66127.3767924182,0.06228251999205514
Germany,2021-03-13,2569864,2357374,73369,10568.0,784.0,21.0,67248.6086792156,0.016955638363171044
Germany,2021-03-14,2578842,2368995,73463,8978.0,11621.0,94.0,66619.6645821848,-0.009352522072700986
Germany,2021-03-15,2585385,2377584,73701,6543.0,8589.0,238.0,63645.569641872695,-0.044642898744156057
Germany,2021-03-16,2603064,2387232,73952,17679.0,9648.0,251.0,72232.34540731946,0.13491553007952795
Germany,2021-03-17,2610769,2387743,74043,7705.0,511.0,91.0,69618.43892055954,-0.0361874790583091
Germany,2021-03-18,2639258,2405600,74402,28489.0,17857.0,359.0,88161.94764619389,0.26635915733178184
Germany,2021-03-19,2654734,2413584,74608,15476.0,7984.0,206.0,91043.38369673763,0.032683443679208946
Germany,2021-03-20,2669233,2419292,74706,14499.0,5708.0,98.0,92536.18602577511,0.01639660421684197
Germany,2021-03-21,2670001,2426700,74756,768.0,7408.0,50.0,80084.73087923581,-0.13455768690392167
Germany,2021-03-22,2678262,2437183,75009,8261.0,10483.0,253.0,76905.05503934498,-0.03970389617323733
Germany,2021-03-23,2699231,2448828,75255,20969.0,11645.0,246.0,86887.61860515285,0.12980373735771655
Germany,2021-03-24,2722988,2460019,75484,23757.0,11191.0,229.0,98232.10166155959,0.13056501304242163
Germany,2021-03-25,2744608,2471558,75669,21620.0,11539.0,185.0,105818.9442813368,0.0772338420073333
Germany,2021-03-26,2765297,2481908,75828,20689.0,10350.0,159.0,111390.95224114583,0.05265605320154165
Germany,2021-03-27,2782925,2489198,75915,17628.0,7290.0,87.0,113105.95906383928,0.015396284780658798
Germany,2021-03-28,2784652,2499010,75959,1727.0,9812.0,44.0,98674.96491186225,-0.1275882744942899
Germany,2021-03-29,2794949,2511417,76139,10297.0,12407.0,180.0,94875.54135302479,-0.03850443283391236
Germany,2021-03-30,2818630,2525580,76389,23681.0,14163.0,250.0,105002.89258830698,0.10674354096804639
Germany,2021-03-31,2843644,2539660,76589,25014.0,14080.0,200.0,115016.47936140599,0.09536486592193283
Germany,2021-04-01,2866323,2552020,76823,22679.0,12360.0,234.0,121264.553738348,0.05432329707562378
Germany,2021-04-02,2882356,2566530,76940,16033.0,14510.0,117.0,119974.04606144114,-0.010642084905465254
Germany,2021-04-03,2886029,2575740,77010,3673.0,9210.0,70.0,106507.89662409242,-0.11224218803500574
Germany,2021-04-04,2896329,2585850,77060,10300.0,10110.0,50.0,101592.48282065065,-0.04615069829789398
Germany,2021-04-05,2902309,2587580,77136,5980.0,1730.0,76.0,93059.27098912913,-0.08399452001370888
Germany,2021-04-06,2909902,2604890,77245,7593.0,17310.0,109.0,87358.08941925355,-0.0612639827206638
Germany,2021-04-07,2940279,2638320,77755,30377.0,33430.0,510.0,105255.3623593602,0.20487253165775088
Germany,2021-04-08,2966789,2640300,78049,26510.0,1980.0,294.0,116728.88202230874,0.10900650955697566
Germany,2021-04-09,2990724,2654930,78295,23935.0,14630.0,246.0,123988.32744769321,0.06219065324378836
Germany,2021-04-10,3009452,2668910,78402,18728.0,13980.0,107.0,125003.7092408799,0.008189333738815474
Germany,2021-04-11,3012158,2692230,78500,2706.0,23320.0,98.0,109852.03649218279,-0.12120978521925396
Germany,2021-04-12,3024604,2708320,78796,12446.0,16090.0,296.0,106604.88842187097,-0.02955928878517322
Germany,2021-04-13,3054025,2726910,79137,29421.0,18590.0,341.0,120796.61864731798,0.13312457276148182
Germany,2021-04-14,3085142,2744940,79427,31117.0,18030.0,290.0,134656.95884055828,0.11474112726373109
Germany,2021-04-15,3110252,2747460,79672,25110.0,2520.0,245.0,140530.25043476425,0.043616695674527195
Germany,2021-04-16,3134108,2763260,79894,23856.0,15800.0,222.0,144310.50037265508,0.026899901809010585
Germany,2021-04-17,3154305,2784540,79971,20197.0,21280.0,77.0,143891.71460513293,-0.002901977101047448
Germany,2021-04-18,3155522,2795080,80052,1217.0,10540.0,81.0,124552.75537582823,-0.13439939389404454
Germany,2021-04-19,3167137,2811890,80353,11615.0,16810.0,301.0,118374.50460785278,-0.049603485280860005
Germany,2021-04-20,3198534,2831440,80680,31397.0,19550.0,327.0,132860.86109244527,0.12237733566516207
Germany,2021-04-21,3222888,2852890,80938,24354.0,21450.0,258.0,138234.7380792388,0.04044740446966055
Germany,2021-04-22,3254609,2856510,81203,31721.0,3620.0,265.0,150207.91835363326,0.08661484400202801
Germany,2021-04-23,3276871,2876690,81492,22262.0,20180.0,289.0,151011.6443031142,0.005350756193749806
Germany,2021-04-24,3291293,2902900,81610,14422.0,26210.0,118.0,143860.5522598122,-0.047354573723786375
Germany,2021-04-25,3306692,2917730,81671,15399.0,14830.0,61.0,138708.04479412473,-0.03581598558291388
Germany,2021-04-26,3312653,2939900,82009,5961.0,22170.0,338.0,124853.60982353549,-0.09988198587293529
Germany,2021-04-27,3338564,2960900,82325,25911.0,21000.0,316.0,132928.37984874472,0.06467390119213912
Germany,2021-04-28,3366827,2966590,82588,28263.0,5690.0,263.0,142201.61129892405,0.0697611109134939
Germany,2021-04-29,3391039,2987910,82865,24212.0,21320.0,277.0,146099.09539907775,0.027408157084526596
Germany,2021-04-30,3405365,3008640,83097,14326.0,20730.0,232.0,139553.79605635238,-0.044800409782459805
Germany,2021-05-01,3423900,3025120,83207,18535.0,16480.0,110.0,138152.53947687347,-0.010040977881483615
Germany,2021-05-02,3432676,3051730,83292,8776.0,26610.0,85.0,127192.4624087487,-0.07933315673838526
Germany,2021-05-03,3438186,3053770,83605,5510.0,2040.0,313.0,114532.11063607033,-0.09953696573616733
Germany,2021-05-04,3462297,3075230,83890,24111.0,21460.0,285.0,122281.38054520314,0.06766023839162782
Germany,2021-05-05,3484755,3118660,84141,22458.0,43430.0,251.0,127270.61189588842,0.04080123505672173
Germany,2021-05-06,3502672,3140330,84425,17917.0,21670.0,284.0,127006.0959107615,-0.002078374427423202
Germany,2021-05-07,3517762,3142640,84659,15090.0,2310.0,234.0,123952.36792350987,-0.02404394816920663
Germany,2021-05-08,3530887,3160630,84789,13125.0,17990.0,130.0,119369.88679157989,-0.03696969415507889
Germany,2021-05-09,3530887,3187100,84844,0.0,26470.0,55.0,102317.0458213542,-0.1428571428571428
Germany,2021-05-10,3538208,3188710,85118,7321.0,1610.0,274.0,95021.32498973218,-0.07130503791480025
Germany,2021-05-11,3557904,3231090,85385,19696.0,42380.0,267.0,101142.84999119902,0.06442264409729415
Germany,2021-05-12,3564494,3233630,85451,6590.0,2540.0,66.0,93283.87142102774,-0.07770177101846676
Germany,2021-05-13,3578125,3268190,85853,13631.0,34560.0,402.0,93588.60407516664,0.0032667239201888965
Germany,2021-05-14,3588502,3284300,86030,10377.0,16110.0,177.0,90595.80349299998,-0.03197825858972059
Germany,2021-05-15,3595872,3292700,86100,7370.0,8400.0,70.0,85023.54585114284,-0.06150679641897194
Germany,2021-05-16,3602939,3306260,86166,7067.0,13560.0,66.0,79944.3250152653,-0.05973899094693269
Germany,2021-05-17,3608320,3323190,86386,5381.0,16930.0,220.0,73904.7071559417,-0.07554779977403459
Germany,2021-05-18,3615896,3342350,86671,7576.0,19160.0,285.0,70922.89184795003,-0.04034675763885953
Germany,2021-05-19,3627777,3359530,86908,11881.0,17180.0,237.0,72672.05015538575,0.024662817065972176
Germany,2021-05-20,3638504,3376100,87135,10727.0,16570.0,227.0,73017.32870461636,0.004751187677963564
Germany,2021-05-21,3646600,3390400,87303,8096.0,14300.0,168.0,70682.28174681403,-0.03197935338402358
Germany,2021-05-22,3653019,3398700,87385,6419.0,8300.0,82.0,67003.8129258406,-0.05204230438046431
Germany,2021-05-23,3657662,3410040,87429,4643.0,11340.0,44.0,62074.83965072052,-0.07356257890241913
Germany,2021-05-24,3659990,3425380,87461,2328.0,15340.0,32.0,55535.0054149033,-0.10535402544114836
Germany,2021-05-25,3662568,3439570,87733,2578.0,14190.0,272.0,50179.43321277426,-0.09643597154834938
Germany,2021-05-26,3667041,3452290,88000,4473.0,12720.0,267.0,47483.942753806514,-0.05371703676958928
Germany,2021-05-27,3673990,3463130,88192,6949.0,10840.0,192.0,47649.52236040559,0.003487065247668397
Germany,2021-05-28,3680159,3472650,88360,6169.0,9520.0,168.0,47011.447737490504,-0.013390997250484316
Germany,2021-05-29,3684672,3479700,88413,4513.0,7050.0,53.0,44808.52663213472,-0.04685924836130928
Germany,2021-05-30,3687715,3487850,88431,3043.0,8150.0,18.0,41450.30854182976,-0.07494596101931617
Germany,2021-05-31,3689921,3498580,88601,2206.0,10730.0,170.0,37734.83589299694,-0.08963679112504885
Germany,2021-06-01,3692908,3509660,88781,2987.0,11080.0,180.0,35331.145051140236,-0.06369951756707637
Germany,2021-06-02,3698004,3518860,88945,5096.0,9200.0,164.0,35379.83861526306,0.0013782050950328362
Germany,2021-06-03,3701692,3526110,89031,3688.0,7250.0,86.0,34013.57595593977,-0.03861698393202617
Germany,2021-06-04,3704685,3533860,89152,2993.0,7750.0,121.0,32147.493676519804,-0.05486286657531203
Germany,2021-06-05,3706934,3538290,89228,2249.0,4430.0,76.0,29803.99457987412,-0.07289834536486273
Germany,2021-06-06,3708898,3542000,89249,1964.0,3710.0,21.0,27510.281068463533,-0.07695993586576055
Germany,2021-06-07,3710342,3549820,89390,1444.0,7820.0,141.0,25024.24091582589,-0.09036767550468694
Germany,2021-06-08,3712595,3557840,89497,2253.0,8020.0,107.0,23702.349356422194,-0.05282444186219859
Germany,2021-06-09,3715870,3563140,89592,3275.0,5300.0,95.0,23591.299448361882,-0.004685185691528204
Germany,2021-06-10,3718617,3568460,89693,2747.0,5320.0,101.0,22968.113812881616,-0.026415909680784333
Germany,2021-06-11,3720811,3574000,89821,2194.0,5540.0,128.0,21880.954696755674,-0.04733340861086344
Germany,2021-06-12,3722295,3577840,89841,1484.0,3840.0,20.0,20239.10402579058,-0.07503560487735639
Germany,2021-06-13,3723295,3581340,89849,1000.0,3500.0,8.0,18347.803450677642,-0.09344784100634418
Germany,2021-06-14,3724168,3585660,89944,873.0,4320.0,95.0,16599.688672009408,-0.09527651543507631
Germany,2021-06-15,3725328,3590610,90079,1160.0,4950.0,135.0,15388.304576008066,-0.07297631419100004
Germany,2021-06-16,3726767,3593730,90185,1439.0,3120.0,106.0,14628.975350864057,-0.049344566933506195
Germany,2021-06-17,3727668,3597940,90277,901.0,4210.0,92.0,13440.12172931205,-0.081267046600211
Germany,2021-06-18,3728601,3600360,90374,933.0,2420.0,97.0,12453.104339410329,-0.07343812874470468
Germany,2021-06-19,3729597,3602150,90390,996.0,1790.0,16.0,11670.089433780282,-0.06287708544704318
Germany,2021-06-20,3730126,3604050,90400,529.0,1900.0,10.0,10531.9338003831,-0.0975275845018525
Germany,2021-06-21,3730619,3606150,90477,493.0,2100.0,77.0,9520.3718288998,-0.09604712587981734
Germany,2021-06-22,3731304,3609310,90553,685.0,3160.0,76.0,8845.318710485544,-0.07090617158093371
Germany,2021-06-23,3732439,3612840,90620,1135.0,3530.0,67.0,8716.701751844754,-0.014540681104946884
Germany,2021-06-24,3732914,3616140,90685,475.0,3300.0,65.0,7946.458644438361,-0.08836405435615402
Germany,2021-06-25,3733665,3617470,90752,751.0,1330.0,67.0,7562.250266661453,-0.04834963534930259
Germany,2021-06-26,3734153,3618510,90761,488.0,1040.0,9.0,6969.928799995531,-0.07832608625466941
Germany,2021-06-27,3734489,3619010,90768,336.0,500.0,7.0,6310.224685710456,-0.09465005069858079
Germany,2021-06-28,3734830,3620830,90826,341.0,1820.0,58.0,5749.764016323248,-0.08881786264384117
Germany,2021-06-29,3735399,3622220,90883,569.0,1390.0,57.0,5497.369156848499,-0.04389655971240114
Germany,2021-06-30,3736205,3623800,90945,806.0,1580.0,62.0,5518.030705870143,0.003758443071974593
